Frequency,S11_Magnitude,S11_Phase,S11_VSWR
135548888,-1.121358838,-125.2550323,15.51323279
135657777,-1.152145072,-128.8545798,15.09987187
135766666,-1.194224734,-132.6157912,14.56939876
135875555,-1.245945006,-136.5780501,13.96655259
135984444,-1.304325929,-140.7430028,13.34360598
136093333,-1.37322566,-145.1150006,12.67668444
136202222,-1.452641715,-149.6934655,11.98661072
136311111,-1.542118322,-154.4852131,11.29445588
136420000,-1.642691597,-159.5130906,10.60669368
136528888,-1.753917923,-164.7664937,9.938188258
136637777,-1.876932821,-170.2710457,9.291395106
136746666,-2.014079763,-176.017229,8.663781463
136855555,-2.167616393,177.9909885,8.055780931
136964444,-2.346662313,171.7940121,7.447734149
137073333,-2.575194377,165.5004904,6.795153962
137182222,-2.89029608,159.8198936,6.065738054
137291111,-2.927025804,156.9036513,5.991017759
137400000,-2.369378444,149.0835837,7.377195351
137508888,-2.405821661,139.9265749,7.266830597
137617777,-2.521432939,131.9313095,6.937959538
137726666,-2.56827299,124.6233602,6.813201412
137835555,-2.355596902,117.3294646,7.419826889
137944444,-2.172958912,107.208793,8.036179031
138053333,-2.295112677,97.96532863,7.613019061
138162222,-2.359733114,89.67660809,7.406979396
138271111,-2.362565049,81.64309952,7.398209222
138380000,-2.324934357,73.70616305,7.516502128
138488888,-2.260930064,65.88654209,7.726800289
138597777,-2.17808977,58.17778786,8.017444716
138706666,-2.081330272,50.58281173,8.386377769
138815555,-1.973249371,43.1112018,8.8414717
138924444,-1.86238273,35.72638839,9.363425557
139033333,-1.751544712,28.42061386,9.951562739
139142222,-1.645931959,21.19835144,10.58593627
139251111,-1.552025511,13.97024316,11.22273752
139360000,-1.475631261,6.70838961,11.80074029
139468888,-1.427452162,-0.632068681,12.19715828
139577777,-1.425920068,-8.144701584,12.21020486
139686666,-1.49026561,-15.87353883,11.6854158
139795555,-1.658786806,-23.85669034,10.50439087
139904444,-1.981888265,-32.04148269,8.803262661
140013333,-2.528068139,-40.17204824,6.920003665
140122222,-3.372354156,-47.60785439,5.215779631
140231111,-4.539828854,-53.14251388,3.913244479
140340000,-5.900604554,-55.0843917,3.056428342
140448888,-7.076751744,-52.46742759,2.58907862
140557777,-7.608975617,-47.0096345,2.427232838
140666666,-7.481862649,-42.35821767,2.463671192
140775555,-7.060552235,-39.97907169,2.594409951
140884444,-6.553669068,-39.09095657,2.775271154
140993333,-5.945889962,-39.37419846,3.034854683
141102222,-5.293850741,-41.19311976,3.382457668
141211111,-4.71068269,-44.33881841,3.777690876
141320000,-4.228217805,-48.27091032,4.18934793
141428888,-3.840100201,-52.59689437,4.597228528
141537777,-3.527800073,-57.14564089,4.991759554
141646666,-3.270969118,-61.83701837,5.373512945
141755555,-3.058880865,-66.63285429,5.737702561
141864444,-2.882972652,-71.51463493,6.080866081
141973333,-2.737021821,-76.472267,6.399395953
142082222,-2.611085299,-81.51371101,6.703114373
142191111,-2.506749916,-86.65147283,6.978034343
142300000,-2.419731152,-91.89635042,7.22558912
142408888,-2.344693958,-97.28019285,7.453911086
142517777,-2.280471563,-102.7456445,7.661333891
142626666,-2.227786116,-108.3776707,7.840477403
142735555,-2.182328122,-114.1277371,8.002035999
142844444,-2.146308826,-120.0631788,8.134934936
142953333,-2.114386068,-126.1683359,8.256523389
143062222,-2.089944356,-132.4242018,8.352141059
143171111,-2.070773092,-138.8525802,8.428727652
143280000,-2.054042294,-145.4649743,8.496738723
143388888,-2.04239014,-152.2774499,8.544766325
143497777,-2.034823812,-159.2521121,8.576248974
143606666,-2.031124481,-166.4375744,8.591727244
143715555,-2.035366644,-173.8104339,8.573982482
143824444,-2.052576988,178.6014335,8.502748278
143933333,-2.097589441,170.7652274,8.3219923
144042222,-2.198588812,162.6945671,7.94347361
144151111,-2.413765064,154.5148212,7.243219913
144260000,-2.826811556,147.0322484,6.199507571
144368888,-3.333498932,142.1252367,5.275082291
144477777,-3.422196117,139.564507,5.141704541
144586666,-3.084425309,135.6020477,5.691156527
144695555,-2.719092783,129.7616996,6.440903957
144804444,-2.446757453,123.1829386,7.146805735
144913333,-2.249147028,116.4719779,7.766827794
145022222,-2.09803426,109.8492799,8.32024493
145131111,-1.978296078,103.3867428,8.81910987
145240000,-1.875980161,97.0723525,9.296076945
145348888,-1.786134346,90.93108062,9.760157121
145457777,-1.703274701,84.92113364,10.23170919
145566666,-1.631527035,79.02488452,10.67884602
145675555,-1.56274465,73.21021915,11.14616832
145784444,-1.502950012,67.40257059,11.58727901
145893333,-1.446524765,61.5260339,12.03706373
146002222,-1.400393393,55.45342383,12.43178745
146111111,-1.366864414,49.00589276,12.73543594
146220000,-1.354046152,41.80408421,12.85550382
146328888,-1.388878213,33.14736275,12.53441596
146437777,-1.549006908,21.39925812,11.24449182
146546666,-2.155234149,1.929040253,8.101587407
146655555,-5.084628355,-43.01307504,3.513541006
146764444,-9.122376155,165.6379015,2.076210567
146873333,-3.516226688,93.35640045,5.007747088
146982222,-2.131772611,69.48750949,8.189847129
147091111,-1.638824306,56.8155484,10.6315749
147200000,-1.39963377,48.43353416,12.43850542
147308888,-1.25840874,42.07234881,13.82869842
147417777,-1.161322077,36.88825756,14.98090018
147526666,-1.092133034,32.43200764,15.92723554
147635555,-1.036256962,28.47617592,16.7838479
147744444,-0.990230016,24.8586015,17.56217245
147853333,-0.95183556,21.51109734,18.26908017
147962222,-0.918723487,18.39565706,18.9262301
148071111,-0.889916817,15.42843721,19.53775053
148180000,-0.863205749,12.61890592,20.14128676
148288888,-0.839856149,9.93097414,20.70034464
148397777,-0.82004053,7.351829706,21.1997824
148506666,-0.801185279,4.831605115,21.69797031
148615555,-0.784082599,2.418138079,22.17059061
148724444,-0.767804708,0.060846625,22.63998845
148833333,-0.754645989,-2.231123896,23.03425137
148942222,-0.741941479,-4.473469849,23.4281829
149051111,-0.730379821,-6.654889285,23.79859575
149160000,-0.719759039,-8.806052796,24.14935794
149268888,-0.710226894,-10.91474688,24.47310472
149377777,-0.702503042,-12.98203523,24.74188264
149486666,-0.696300148,-15.03339729,24.96205326
149595555,-0.689147973,-17.04647983,25.22084074
149704444,-0.684815852,-19.03872071,25.38022014
149813333,-0.679778629,-21.01325159,25.56809598
149922222,-0.676525812,-22.9568457,25.69090534
150031111,-0.674408412,-24.89119801,25.77148416
150140000,-0.672212011,-26.81872365,25.85560611
150248888,-0.671748875,-28.73693523,25.87341441
150357777,-0.671567925,-30.64932266,25.8803789
150466666,-0.67133486,-32.53746396,25.88935476
150575555,-0.674161775,-34.44030493,25.78090299
150684444,-0.675385592,-36.33742085,25.73423423
150793333,-0.677664156,-38.23328223,25.64779325
150902222,-0.681204963,-40.13467565,25.51461514
151011111,-0.687082504,-42.04943088,25.29657885
151120000,-0.689240433,-43.97458432,25.217461
151228888,-0.695013859,-45.90544125,25.00820211
151337777,-0.699828677,-47.86215153,24.83632987
151446666,-0.701353846,-49.84829293,24.78237907
151555555,-0.702855094,-51.85198765,24.72950325
151664444,-0.696484035,-53.9506432,24.95546977
151773333,-0.691446248,-56.2127665,25.13709809
151882222,-0.709834731,-58.66123279,24.48661035
151991111,-0.765816826,-61.04322582,22.69868022
152100000,-0.820194107,-63.33373013,21.19581873
152208888,-0.866153487,-65.66940597,20.07285379
152317777,-0.911245717,-68.12142228,19.08125253
152426666,-0.964177317,-70.73504881,18.0357009
152535555,-1.025123769,-73.53196424,16.96569683
152644444,-1.110928456,-76.60668362,15.65848286
152753333,-1.233841482,-79.97684314,14.10309279
152862222,-1.420913377,-83.77602465,12.2530361
152971111,-1.724492829,-88.06481551,10.10662664
153080000,-2.267629163,-92.80972189,7.704229668
153188888,-3.273979244,-96.95761556,5.36868741
153297777,-4.850582149,-95.94870872,3.673974066
153406666,-5.553726988,-84.88194781,3.233796761
153515555,-4.364259406,-78.48652526,4.063856485
153624444,-3.252838016,-81.21071382,5.402770066
153733333,-2.679991315,-87.0170929,6.533371023
153842222,-2.460231645,-93.86398647,7.10817843
153951111,-2.48076755,-101.6962165,7.050119332
154060000,-2.723799512,-111.1226954,6.42995395
154168888,-3.293992593,-123.5155581,5.336830891
154277777,-4.484022939,-141.7059505,3.95981101
154386666,-7.052939279,-173.1335152,2.596924329
154495555,-10.88248138,116.7602673,1.799855535
154604444,-7.518886625,30.38583193,2.45292279
154713333,-4.034796287,-11.07483726,4.382634549
154822222,-2.518021108,-34.2451978,6.947229574
154931111,-1.854020894,-49.21243224,9.405334496
155040000,-1.547926327,-59.87164949,11.25229997
155148888,-1.419937139,-68.11734376,12.26142289
155257777,-1.412393639,-74.88096104,12.32662032
155366666,-1.531540359,-80.52985835,11.37205692
155475555,-1.772497434,-84.58679751,9.834723394
155584444,-1.886635508,-86.40596958,9.243981653
155693333,-1.670577566,-88.45224218,10.43070233
155802222,-1.443617532,-91.91050513,12.06119303
155911111,-1.315626025,-95.73800361,13.22942735
156020000,-1.253468274,-99.56005407,13.88301352
156128888,-1.223079601,-103.2999332,14.2267714
156237777,-1.208933953,-107.0135056,14.39269214
156346666,-1.20894624,-110.7934136,14.39254633
156455555,-1.220026093,-114.7337014,14.26226123
156564444,-1.267624115,-119.0944212,13.72851866
156673333,-1.436951849,-123.8418177,12.11688592
156782222,-1.765280359,-127.9194259,9.874653988
156891111,-2.039119007,-131.0363331,8.558348346
157000000,-2.227264763,-134.4502528,7.842292721
157108888,-2.434410358,-138.4510231,7.182579854
157217777,-2.715843696,-142.9708711,6.448485145
157326666,-3.112151961,-148.0014241,5.641507954
157435555,-3.682274579,-153.4367885,4.78812175
157544444,-4.510373093,-159.1978612,3.937676654
157653333,-5.727858272,-164.875466,3.141976654
157762222,-7.537209261,-169.3269248,2.447645017
157871111,-10.19238159,-169.3183276,1.895616133
157980000,-13.49254268,-156.0756259,1.536559549
158088888,-14.32002416,-123.866275,1.476193375
158197777,-11.50099464,-103.864049,1.72495171
158306666,-8.803453744,-100.2237964,2.139390741
158415555,-6.920680287,-102.6479915,2.641537251
158524444,-5.63587116,-106.9160074,3.189750175
158633333,-4.740256016,-111.6749257,3.755243097
158742222,-4.102570532,-116.3960316,4.31279439
158851111,-3.636521316,-120.9478913,4.846607487
158960000,-3.288802396,-125.2588207,5.345054778
159068888,-3.024599537,-129.3638222,5.801416997
159177777,-2.822995327,-133.2838852,6.207742258
159286666,-2.666123585,-137.0674305,6.56682218
159395555,-2.545346124,-140.7184665,6.873689148
159504444,-2.451934019,-144.3044428,7.131915197
159613333,-2.382795598,-147.8542598,7.33616768
159722222,-2.335061213,-151.3766279,7.484290901
159831111,-2.308719052,-154.9594787,7.568671342
159940000,-2.301631893,-158.6177128,7.591704949
160048888,-2.323528303,-162.4411459,7.520996798
160157777,-2.378471191,-166.5450368,7.349340208
160266666,-2.489092277,-171.0322,7.026858399
160375555,-2.692195447,-176.2070987,6.504220063
160484444,-3.087829112,177.5142549,5.685013009
160593333,-3.932297828,169.5390349,4.492914337
160702222,-6.06559385,160.0433359,2.979439332
160811111,-11.99159738,168.0427313,1.671767096
160920000,-8.983463284,-135.2642946,2.103130434
161028888,-4.520352352,-142.3282157,3.929362859
161137777,-3.050294044,-153.1142014,5.75352601
161246666,-2.499324302,-161.217182,6.998481819
161355555,-2.273068647,-167.4066234,7.686001366
161464444,-2.181648548,-172.4491522,8.00450257
161573333,-2.161897608,-176.7756417,8.076871275
161682222,-2.187277744,179.3485092,7.984117413
161791111,-2.248138404,175.7786082,7.770273737
161900000,-2.345332514,172.4460528,7.451906077
162008888,-2.482659064,169.2872788,7.044820279
162117777,-2.668515242,166.3473864,6.561028119
162226666,-2.91734278,163.6575924,6.010531875
162335555,-3.24057672,161.4421739,5.422743153
162444444,-3.636556468,160.0191082,4.84656198
162553333,-4.065071832,159.8633559,4.351143101
162662222,-4.403678344,161.399926,4.028972731
162771111,-4.46495795,164.1994466,3.975992282
162880000,-4.157939047,166.7704655,4.257458685
162988888,-3.611972901,167.6409862,4.878607144
163097777,-3.043685794,166.6483417,5.765764847
163206666,-2.572310196,164.4216477,6.802662546
163315555,-2.219984914,161.5455599,7.867730207
163424444,-1.974839877,158.4295194,8.83441182
163533333,-1.817894,155.2314567,9.590848006
163642222,-1.738804786,152.0473924,10.0239861
163751111,-1.742275137,148.9487883,10.00415269
163860000,-1.84517868,146.1993518,9.450065826
163968888,-2.029727555,144.3667586,8.597586827
164077777,-2.131332203,143.8705445,8.191522572
164186666,-2.01155424,143.5090164,8.674562103
164295555,-1.799418126,142.1951692,9.688612247
164404444,-1.622603972,140.225435,10.73722842
164513333,-1.496910689,138.028723,11.63379616
164622222,-1.41141036,135.7764191,12.33517012
164731111,-1.349595693,133.5649327,12.8977255
164840000,-1.306076125,131.3893047,13.32579207
164948888,-1.274450556,129.246201,13.65524459
165057777,-1.252107912,127.1731415,13.89804463
165166666,-1.236151855,125.082061,14.07682257
165275555,-1.225356724,123.0479028,14.20042054
165384444,-1.22316488,121.033612,14.22578278
165493333,-1.225298871,119.0123555,14.2010888
165602222,-1.230825524,116.9834171,14.13753455
165711111,-1.244281159,114.9567953,13.98516473
165820000,-1.260958003,112.8804275,13.80083878
165928888,-1.28535152,110.6925819,13.5398518
166037777,-1.326813489,108.283606,13.11830628
166146666,-1.414628512,105.5298269,12.30723198
166255555,-1.631954733,102.2856164,10.67606373
166364444,-2.158300033,98.9678635,8.090196362
166473333,-3.201371405,99.08828029,5.487645435
166582222,-3.543775304,106.9000868,4.969865184
166691111,-2.675289414,110.0005587,6.544673588
166800000,-2.064592651,108.135053,8.453722294
166908888,-1.782048243,105.3665065,9.78237966
167017777,-1.671786809,102.6758687,10.42320389
167126666,-1.668616703,100.1951362,10.44288469
167235555,-1.752247564,97.94973293,9.947597953
167344444,-1.918109235,96.17919845,9.093495725
167453333,-2.146871866,95.20859032,8.132823024
167562222,-2.342650553,95.44560729,7.460334585
167671111,-2.355684886,96.50541519,7.419553128
167780000,-2.159134689,97.16206391,8.087100898
167888888,-1.884544405,96.77490013,9.254158666
167997777,-1.644216876,95.57034286,10.59691268
168106666,-1.462868601,94.01773935,11.90320329
168215555,-1.331197354,92.3314102,13.07527324
168324444,-1.239177633,90.63087993,14.04256621
168433333,-1.173163845,88.98347087,14.83013674
168542222,-1.127877306,87.4030888,15.42382472
168651111,-1.09510991,85.93744266,15.88405399
168760000,-1.06492682,84.60514034,16.33307966
168868888,-1.009519517,83.34036654,17.22733424
168977777,-0.943278908,81.90402877,18.43447252
169086666,-0.896893548,80.36275411,19.38603742
169195555,-0.867415629,78.84355998,20.04369496
169304444,-0.847243717,77.38049586,20.52012951
169413333,-0.829734793,75.95883429,20.95246304
169522222,-0.816181089,74.55957708,21.29988048
169631111,-0.803102071,73.1954554,21.64625646
169740000,-0.788912974,71.84754928,22.03502874
169848888,-0.776104118,70.50817104,22.39820034
169957777,-0.764098201,69.17826948,22.74966853
170066666,-0.75280515,67.84679194,23.09050645
170175555,-0.74111952,66.522471,23.45413499
170284444,-0.732044864,65.20415111,23.74452945
170393333,-0.722208968,63.88853299,24.06753059
170502222,-0.71161689,62.55599903,24.42535487
170611111,-0.703852254,61.23149187,24.69450675
170720000,-0.692797239,59.89921053,25.08813119
170828888,-0.684522186,58.56857779,25.39109723
170937777,-0.674645717,57.20971556,25.76242819
171046666,-0.66535872,55.85545541,26.12165826
171155555,-0.658231676,54.47561635,26.4042172
171264444,-0.649019711,53.07340944,26.77863369
171373333,-0.642889112,51.63373485,27.03375874
171482222,-0.636414868,50.17778073,27.30852332
171591111,-0.630226838,48.69003832,27.57641986
171700000,-0.624737589,47.15341699,27.81850816
171808888,-0.620347141,45.56140806,28.01522197
171917777,-0.616994385,43.90319143,28.16732807
172026666,-0.616665652,42.16338469,28.18233093
172135555,-0.618092513,40.28800135,28.117327
172244444,-0.622825833,38.25326243,27.90382326
172353333,-0.637917695,35.97375484,27.24424661
172462222,-0.670990518,33.27564752,25.90262758
172571111,-0.747084667,29.76910318,23.26709186
172680000,-0.984416916,24.36991505,17.66565553
172788888,-2.344317539,13.36166613,7.455093523
172897777,-5.428366744,52.90572818,3.303674097
173006666,-1.278130175,43.16040662,13.6160733
173115555,-0.821283664,35.62565507,21.16774105
173224444,-0.709438646,30.98990811,24.5002662
173333333,-0.676237919,27.29206863,25.7018316
173442222,-0.672680487,23.92434291,25.83761741
173551111,-0.685831595,20.62259654,25.34267003
173660000,-0.710871843,17.25767704,24.45092589
173768888,-0.756393494,13.71690263,22.98110203
173877777,-0.816596188,9.929824479,21.28906908
173986666,-0.904785584,5.783916501,19.21724321
174095555,-1.027451717,1.226759259,16.927346
174204444,-1.201005328,-3.827147896,14.48740268
174313333,-1.446295176,-9.438256291,12.03896573
174422222,-1.78661821,-15.54704085,9.757532351
174531111,-2.217027631,-22.01798904,7.878111616
174640000,-2.670748291,-28.85709134,6.555627748
174748888,-3.060077044,-37.01153584,5.73550541
174857777,-3.446158814,-48.10611385,5.106863606
174966666,-4.015325977,-63.18012662,4.403142246
175075555,-4.865942792,-82.69936918,3.662958676
175184444,-5.922303289,-107.1706019,3.04604846
175293333,-6.845196359,-136.4438151,2.66781309
175402222,-7.171187922,-167.9734971,2.5585049
175511111,-6.783547449,162.7455316,2.689729283
175620000,-6.023800353,138.1366747,2.998526957
175728888,-5.258902146,117.2829003,3.403606829
175837777,-4.839901224,97.09077037,3.681675829
175946666,-6.027155467,74.33550942,2.99698447
176055555,-11.09556627,76.77984089,1.772980412
176164444,-9.199298483,107.7057075,2.061684629
176273333,-6.258083072,108.1320153,2.894949814
176382222,-4.366060845,102.9924455,4.062248278
176491111,-3.004974731,96.22515689,5.838552164
176600000,-2.067282294,88.79750634,8.442826514
176708888,-1.476522928,81.55940826,11.79364804
176817777,-1.128736274,75.06717782,15.41212013
176926666,-0.933446664,69.40350818,18.62826859
177035555,-0.825680481,64.52782073,21.0551893
177144444,-0.771292682,60.2610133,22.5377384
177253333,-0.750344988,56.49655353,23.16611893
177362222,-0.752299197,53.14844006,23.10601639
177471111,-0.776745396,50.1617308,22.37973306
177580000,-0.809859567,47.61022504,21.46589754
177688888,-0.809914737,45.52094938,21.46443743
177797777,-0.739051539,43.36835566,23.51968387
177906666,-0.677292733,40.85023751,25.66184407
178015555,-0.662682458,38.27332102,26.22704843
178124444,-0.685414318,35.78822249,25.35808251
178233333,-0.735778461,33.42018364,23.62418429
178342222,-0.81891542,31.26506827,21.22886564
178451111,-0.92023867,29.47766759,18.89512594
178560000,-0.985931344,28.12159183,17.63857846
178668888,-0.977307593,26.77997053,17.79388882
178777777,-0.941883896,25.08106644,18.46172202
178886666,-0.926203387,23.08623554,18.77367009
178995555,-0.954045192,20.93812678,18.22685242
179104444,-1.037594406,18.76895618,16.76226503
179213333,-1.201157435,16.81326812,14.48557391
179322222,-1.450341734,15.71568315,12.00553108
179431111,-1.593547704,16.3984472,10.93188384
179540000,-1.340495885,16.96342801,12.98493016
179648888,-1.00861979,15.30205616,17.24266715
179757777,-0.818409963,12.70525191,21.24195737
179866666,-0.72277342,10.03197092,24.04875662
179975555,-0.677796287,7.378793738,25.64279849
180084444,-0.656464883,4.769125259,26.47521297
180193333,-0.649771901,2.146577561,26.74766301
180302222,-0.650934936,-0.478430464,26.69991718
180411111,-0.659631669,-3.182703752,26.3482309
180520000,-0.672048794,-5.956861859,25.86187926
180628888,-0.688940818,-8.834030987,25.22841635
180737777,-0.708373218,-11.83936654,24.53707491
180846666,-0.7318445,-15.00986591,23.75102251
180955555,-0.760284696,-18.37774877,22.86363169
181064444,-0.79449828,-21.95389044,21.88033649
181173333,-0.832569792,-25.79141794,20.88122598
181282222,-0.879788609,-29.94614809,19.76228012
181391111,-0.933855086,-34.43081584,18.62013719
181500000,-1.003247729,-39.33017579,17.33478933
181608888,-1.085993452,-44.73060409,16.01704281
181717777,-1.191166093,-50.71859169,14.60669217
181826666,-1.326321817,-57.41043883,13.12315042
181935555,-1.502399218,-64.94246365,11.59150589
182044444,-1.743081921,-73.47799674,9.999553187
182153333,-2.071848553,-83.19565865,8.424393626
182262222,-2.537242848,-94.3051525,6.895331291
182371111,-3.206501933,-106.9362471,5.479060836
182480000,-4.176402805,-121.0058676,4.239338208
182588888,-5.565462909,-136.0346703,3.22742149
182697777,-7.479836691,-150.6705742,2.464262605
182806666,-9.883122252,-161.9778222,1.943391372
182915555,-12.1479262,-165.646955,1.655855435
183024444,-12.59901241,-163.4431878,1.612499237
183133333,-10.85530909,-169.6236301,1.803368332
183242222,-8.446366443,169.9904059,2.216288839
183351111,-6.286459875,136.6875819,2.88295014
183460000,-5.144748351,90.23719074,3.474750334
183568888,-5.892430431,33.76216006,3.060359127
183677777,-7.709204605,-25.16166947,2.399400932
183786666,-8.454918321,-79.83014758,2.214365148
183895555,-7.756525541,-122.8348884,2.386526645
184004444,-6.591149252,-153.9878466,2.760897178
184113333,-5.499557938,-177.2164371,3.26358746
184222222,-4.597577505,164.6120348,3.866273666
184331111,-3.874965937,149.7677672,4.557187405
184440000,-3.301234092,137.3184859,5.325400433
184548888,-2.844026055,126.6172808,6.162639106
184657777,-2.477213105,117.2918164,7.060099108
184766666,-2.180375486,109.0465459,8.009127414
184875555,-1.941758217,101.5787549,8.98364515
184984444,-1.739777354,94.97054478,10.01841977
185093333,-1.574635273,88.88519899,11.06245379
185202222,-1.433830754,83.26691698,12.14314158
185311111,-1.317484859,78.02213214,13.21083323
185420000,-1.218873292,73.09684501,14.27570613
185528888,-1.132548119,68.4058767,15.36039314
185637777,-1.058823288,63.91918113,16.42699606
185746666,-0.995766162,59.55020079,17.46474408
185855555,-0.94305168,55.29518253,18.43890559
185964444,-0.897545599,51.04096246,19.37197881
186073333,-0.858024879,46.77889882,20.2627032
186182222,-0.82599076,42.42363073,21.04729193
186291111,-0.803399013,37.92994534,21.63826723
186400000,-0.793585737,33.24448127,21.90546163
186508888,-0.783582291,28.10418451,22.18472707
186617777,-0.792677986,22.55182186,21.93051226
186726666,-0.819645685,16.3324148,21.20997972
186835555,-0.876491724,9.198149053,19.83648836
186944444,-0.973938666,0.813869539,17.85530975
187053333,-1.135893343,-9.327762503,15.31528465
187162222,-1.400165744,-21.9456265,12.43379998
187271111,-1.822574367,-38.05680094,9.566397851
187380000,-2.461491639,-58.97362219,7.104588093
187488888,-3.314620297,-85.98550154,5.304403836
187597777,-4.145592657,-119.1997168,4.269667303
187706666,-4.499633834,-155.1083668,3.946665731
187815555,-4.233402722,172.4467428,4.184414267
187924444,-3.679003423,146.8711337,4.792254225
188033333,-3.129784833,127.698261,5.610396194
188142222,-2.686079825,113.2793937,6.518794548
188251111,-2.347828966,102.1979273,7.44407797
188360000,-2.093594,93.41538054,8.337720914
188468888,-1.902057987,86.29798926,9.169617096
188577777,-1.755466353,80.35835653,9.929481475
188686666,-1.641913999,75.30783412,10.61168712
188795555,-1.554680022,70.9078605,11.20367713
188904444,-1.492917189,66.98848588,11.66476284
189013333,-1.460343386,63.41198071,11.92368932
189122222,-1.474486293,60.08658727,11.80985989
189231111,-1.571402449,57.03015153,11.08508837
189340000,-1.843941585,54.80737858,9.456358428
189448888,-2.127725789,56.11171978,8.205268648
189557777,-1.564691954,57.52577258,11.13237119
189666666,-1.098888904,54.62899467,15.82957467
189775555,-0.924485528,51.55953287,18.80848895
189884444,-0.847099563,48.95335286,20.52361599
189993333,-0.803630445,46.67823923,21.63204465
190102222,-0.773237765,44.63487398,22.48111915
190211111,-0.751149985,42.72166215,23.141323
190320000,-0.731573804,40.94165209,23.75980046
190428888,-0.715633259,39.23240544,24.28842543
190537777,-0.700828966,37.57624483,24.8009195
190646666,-0.689399725,35.97926262,25.21164036
190755555,-0.678429754,34.40230362,25.61887944
190864444,-0.67058206,32.84851031,25.91838945
190973333,-0.663815266,31.30029797,26.18233513
191082222,-0.658281026,29.74786933,26.40223961
191191111,-0.655719679,28.18170932,26.50527258
191300000,-0.65418857,26.59008892,26.56724854
191408888,-0.656656089,24.94603346,26.46751121
191517777,-0.662237781,23.25410255,26.2446422
191626666,-0.670351285,21.48240395,25.92730322
191735555,-0.674070069,19.58525583,25.78440694
191844444,-0.684455095,17.42866012,25.39358353
191953333,-0.720699587,14.99191141,24.11787791
192062222,-0.784808069,12.20324233,22.15012413
192171111,-0.899892213,8.909553507,19.32155315
192280000,-1.123494862,4.849896462,15.48382041
192388888,-1.610602003,-0.014472187,10.81677888
192497777,-2.619460403,-3.78451637,6.682002677
192606666,-3.630416759,-2.027599515,4.854523964
192715555,-3.783956796,-1.200685938,4.6632819
192824444,-4.167077011,-6.053161674,4.248470161
192933333,-5.634771335,-13.963862,3.19033114
193042222,-9.543020033,-19.29645876,1.999897265
193151111,-16.03043115,27.99246368,1.375113619
193260000,-8.729950995,66.49412311,2.154663725
193368888,-4.861283539,59.70976098,3.666292363
193477777,-3.212901977,51.00337327,5.468390897
193586666,-2.472374209,44.04218264,7.073731654
193695555,-2.173495236,38.84502324,8.034216588
193804444,-2.135264401,35.37694145,8.176587927
193913333,-2.185057472,34.14924548,7.992145133
194022222,-1.999597329,34.60795103,8.725973611
194131111,-1.547943253,34.02991965,11.25217758
194240000,-1.158493023,31.91968025,15.01737508
194348888,-0.918942889,29.41987633,18.92171979
194457777,-0.781077212,27.06088167,22.25578189
194566666,-0.700070878,24.94246601,24.82774663
194675555,-0.655609453,23.07419833,26.5097246
194784444,-0.625542754,21.44182991,27.78273256
194893333,-0.599645952,19.9801766,28.98156531
195002222,-0.575194076,18.59741082,30.21263242
195111111,-0.551433227,17.26978785,31.51354102
195220000,-0.531558025,15.95028954,32.69107006
195328888,-0.523892579,14.67242881,33.16910017
195437777,-0.521308169,13.50506979,33.33343815
195546666,-0.514307577,12.36198698,33.78689189
195655555,-0.505186006,11.2345057,34.39659033
195764444,-0.497800021,10.10178169,34.90665569
195873333,-0.492509478,8.965165742,35.28141936
195982222,-0.48943689,7.822509935,35.50279086
196091111,-0.489083117,6.651884951,35.52845782
196200000,-0.492928458,5.462401122,35.25144686
196308888,-0.503843115,4.212970389,34.48821578
196417777,-0.527143873,2.876963676,32.96464563
196526666,-0.568581737,1.401145814,30.563736
196635555,-0.687071023,-0.314021241,25.29700113
196744444,-0.995570882,-1.64453017,17.46816227
196853333,-1.324562617,0.104728605,13.14051226
196962222,-1.037487066,1.719241845,16.76399516
197071111,-0.775769517,0.707106298,22.40784817
197180000,-0.656183607,-0.746922494,26.48655089
197288888,-0.597079759,-2.200359014,29.10602671
197397777,-0.567198993,-3.584463371,30.63819257
197506666,-0.550364079,-4.938575651,31.57471874
197615555,-0.540673798,-6.285491649,32.1402447
197724444,-0.536383567,-7.647406268,32.39715121
197833333,-0.53680243,-9.017017927,32.37188797
197942222,-0.539086074,-10.43647821,32.23484358
198051111,-0.544387145,-11.90085259,31.92115324
198160000,-0.552959137,-13.43203161,31.42663677
198268888,-0.566202186,-15.02842034,30.69209323
198377777,-0.585219944,-16.7238985,29.69541722
198486666,-0.613596233,-18.48561849,28.32319058
198595555,-0.645619044,-20.30968869,26.9195539
198704444,-0.678547765,-22.24876396,25.61442839
198813333,-0.713757793,-24.36945962,24.35217349
198922222,-0.768524878,-26.75210897,22.61880055
199031111,-0.859936592,-29.28361394,20.21773074
199140000,-0.979812612,-31.8680451,17.74849238
199248888,-1.108101913,-34.48546586,15.69831591
199357777,-1.236732829,-37.27590139,14.07023205
199466666,-1.366182168,-40.34744642,12.7417696
199575555,-1.50175287,-43.84799054,11.59647004
199684444,-1.653320704,-47.89885207,10.53890995
199793333,-1.835291244,-52.67771153,9.500597149
199902222,-2.061441825,-58.35203101,8.466522667
200011111,-2.351593922,-65.26124594,7.432303848
200120000,-2.728637662,-73.84770502,6.418737893
200228888,-3.24569076,-84.8605346,5.414394059
200337777,-3.99934361,-99.29567946,4.420128049
200446666,-5.118740695,-118.2786517,3.491415972
