Frequency,S11_Magnitude,S11_VSWR,
110944444,-1.727074761,10.09161638,
111048888,-1.769526571,9.851120989,
111153333,-1.816506056,9.598122913,
111257777,-1.867835135,9.336301365,
111362222,-1.923022852,9.070448474,
111466666,-1.984939616,8.789846643,
111571111,-2.051035183,8.509080886,
111675555,-2.124387358,8.218035095,
111780000,-2.215005439,7.885226474,
111884444,-2.325069218,7.516071313,
111988888,-2.475492701,7.064939828,
112093333,-2.699631563,6.486588301,
112197777,-3.058400716,5.738584991,
112302222,-3.618444672,4.870128226,
112406666,-4.361689854,4.066152761,
112511111,-5.076483408,3.518868994,
112615555,-5.501155525,3.262700176,
112720000,-5.572503508,3.223610168,
112824444,-5.403677118,3.317831196,
112928888,-5.113957026,3.494500325,
113033333,-4.777449728,3.727415264,
113137777,-4.441181486,3.996371336,
113242222,-4.121490728,4.293715046,
113346666,-3.827978068,4.611323725,
113451111,-3.568560952,4.936289313,
113555555,-3.342037569,5.261930542,
113660000,-3.147682442,5.57917761,
113764444,-2.982334668,5.882006181,
113868888,-2.843865612,6.162980649,
113973333,-2.728143144,6.41988247,
114077777,-2.632674157,6.648969075,
114182222,-2.552454287,6.854818686,
114286666,-2.483023883,7.043799179,
114391111,-2.42222484,7.218245757,
114495555,-2.367567557,7.382768616,
114600000,-2.322294889,7.524944104,
114704444,-2.282002718,7.656251972,
114808888,-2.244460483,7.782865674,
114913333,-2.211093705,7.899026619,
115017777,-2.181166053,8.006254763,
115122222,-2.154074371,8.105904963,
115226666,-2.130042395,8.196433383,
115331111,-2.108796968,8.278191913,
115435555,-2.090486761,8.349994759,
115540000,-2.075402502,8.410103586,
115644444,-2.061653624,8.465660993,
115748888,-2.050698968,8.510463081,
115853333,-2.042143976,8.5457869,
115957777,-2.035518772,8.573347517,
116062222,-2.030323353,8.595086689,
116166666,-2.027627492,8.606411069,
116271111,-2.02666219,8.610473329,
116375555,-2.028352675,8.603361851,
116480000,-2.030825131,8.592982224,
116584444,-2.03520393,8.574661734,
116688888,-2.040903251,8.550934595,
116793333,-2.046793807,8.526550805,
116897777,-2.055177548,8.492088706,
117002222,-2.063329256,8.458850176,
117106666,-2.073928469,8.416024538,
117211111,-2.082874319,8.38022002,
117315555,-2.093778905,8.336991679,
117420000,-2.105817751,8.28978934,
117524444,-2.118380249,8.241108648,
117628888,-2.130821575,8.19346602,
117733333,-2.142825035,8.148027128,
117837777,-2.157965227,8.091438726,
117942222,-2.170954904,8.043520445,
118046666,-2.185995506,7.988751531,
118151111,-2.20080132,7.935572569,
118255555,-2.216459883,7.880107856,
118360000,-2.231285466,7.82831499,
118464444,-2.248995219,7.767346247,
118568888,-2.265253229,7.712219307,
118673333,-2.28503141,7.646219889,
118777777,-2.301802257,7.591149585,
118882222,-2.327223847,7.509195109,
118986666,-2.346879942,7.447051844,
119091111,-2.370541586,7.373620135,
119195555,-2.394567018,7.300553413,
119300000,-2.419717635,7.225628965,
119404444,-2.447482478,7.144716362,
119508888,-2.477087121,7.060453359,
119613333,-2.509065899,6.97168189,
119717777,-2.542541615,6.881163679,
119822222,-2.579617141,6.783672731,
119926666,-2.620933719,6.678302851,
120031111,-2.663319955,6.573627644,
120135555,-2.709436777,6.463488306,
120240000,-2.760800561,6.345183625,
120344444,-2.817125349,6.22045247,
120448888,-2.878332404,6.090491663,
120553333,-2.945284584,5.954573369,
120657777,-3.020882958,5.808412313,
120762222,-3.104023146,5.655970898,
120866666,-3.197783919,5.493664708,
120971111,-3.303905499,5.321196511,
121075555,-3.420512863,5.144170523,
121180000,-3.554905044,4.954729563,
121284444,-3.709432099,4.754099087,
121388888,-3.886618512,4.543967943,
121493333,-4.091953628,4.323579317,
121597777,-4.331099384,4.093703566,
121702222,-4.611285381,3.855300877,
121806666,-4.938548906,3.611843019,
121911111,-5.325469007,3.363570331,
122015555,-5.782151208,3.114518197,
122120000,-6.324878497,2.86688305,
122224444,-6.978999891,2.621645648,
122328888,-7.791007824,2.377250204,
122433333,-8.831317936,2.1336729,
122537777,-10.20581691,1.893613367,
122642222,-12.05404214,1.665354039,
122746666,-14.46981754,1.466153869,
122851111,-16.97888469,1.329909497,
122955555,-17.20094737,1.320248524,
123060000,-14.65911227,1.453824432,
123164444,-11.92172485,1.679034969,
123268888,-9.764485204,1.962609525,
123373333,-8.136755557,2.288869094,
123477777,-6.911380848,2.644741767,
123582222,-5.979319179,3.019146942,
123686666,-5.264611469,3.400132054,
123791111,-4.718461194,3.771758623,
123895555,-4.29060345,4.130792388,
124000000,-4.286767575,4.134342608,
124104444,-3.690110556,4.778252743,
124208888,-3.478460961,5.060666957,
124313333,-3.31041832,5.310976237,
124417777,-3.175169223,5.531925488,
124522222,-3.067715491,5.721515871,
124626666,-2.980812915,5.884950854,
124731111,-2.91021968,6.024970677,
124835555,-2.853269538,6.143027444,
124940000,-2.810409616,6.23505968,
125044444,-2.776000285,6.311020932,
125148888,-2.751710677,6.365795792,
125253333,-2.732779613,6.409167611,
125357777,-2.720736194,6.437076291,
125462222,-2.715676979,6.448874643,
125566666,-2.716440001,6.447092399,
125671111,-2.721561742,6.435155267,
125775555,-2.733082233,6.408469531,
125880000,-2.747992053,6.374267753,
125984444,-2.771883249,6.320237016,
126088888,-2.801277734,6.25503554,
126193333,-2.836256874,6.179222534,
126297777,-2.882150824,6.082568575,
126402222,-2.93822447,5.968611084,
126506666,-3.009245051,5.830429979,
126611111,-3.101004671,5.661360938,
126715555,-3.222235808,5.452906695,
126820000,-3.389276049,5.190382943,
126924444,-3.640221175,4.841822568,
127028888,-4.031673344,4.385910309,
127133333,-4.682241338,3.799553482,
127237777,-5.716518162,3.147780114,
127342222,-6.966965755,2.625721533,
127446666,-7.888367182,2.351525108,
127551111,-8.674458617,2.166380165,
127655555,-10.17211079,1.898648983,
127760000,-13.27409789,1.554010154,
127864444,-14.22103163,1.482969635,
127968888,-8.148971899,2.285892952,
128073333,-4.449224289,3.989452857,
128177777,-2.864568649,6.119227868,
128282222,-2.248853106,7.767831651,
128386666,-2.028975868,8.600743229,
128491111,-1.970947575,8.85170909,
128595555,-1.978800024,8.816883188,
128700000,-2.020353079,8.637119851,
128804444,-2.075502392,8.409702651,
128908888,-2.138999537,8.16245284,
129013333,-2.208467937,7.908317589,
129117777,-2.280064833,7.662684986,
129222222,-2.357408575,7.414194066,
129326666,-2.440234019,7.165661142,
129431111,-2.531108779,6.911806905,
129535555,-2.6315871,6.651674035,
129640000,-2.744531329,6.38217295,
129744444,-2.876553414,6.094190254,
129848888,-3.032377885,5.78683271,
129953333,-3.221672828,5.45383807,
130057777,-3.456010507,5.092681555,
130162222,-3.75892621,4.6933768,
130266666,-4.157128744,4.25825768,
130371111,-4.709120811,3.778884459,
130475555,-5.487635725,3.270225789,
130580000,-6.619925239,2.74997701,
130684444,-8.221366781,2.268450734,
130788888,-9.660076236,1.979954196,
130893333,-13.55120364,1.531987419,
130997777,-16.35015161,1.359122789,
131102222,-11.88706842,1.682676354,
131206666,-8.820533883,2.135881183,
131311111,-6.990774889,2.617671836,
131415555,-5.86956692,3.071414121,
131520000,-5.161885548,3.463863305,
131624444,-4.701683512,3.784579163,
131728888,-4.400077898,4.032132457,
131833333,-4.200349587,4.216078474,
131937777,-4.07174875,4.344262195,
132042222,-3.991835592,4.428155235,
132146666,-3.94736983,4.47633269,
132251111,-3.929635098,4.495857218,
132355555,-3.930683243,4.494698312,
132460000,-3.951081151,4.472269378,
132564444,-3.981804408,4.438928131,
132668888,-4.02518787,4.392729669,
132773333,-4.077168763,4.338693469,
132877777,-4.134924894,4.280275851,
132982222,-4.202238712,4.214255048,
133086666,-4.272372758,4.147723449,
133191111,-4.350482092,4.076200941,
133295555,-4.432277466,4.004060562,
133400000,-4.518449637,3.930945128,
133504444,-4.60831417,3.857673581,
133608888,-4.701746305,3.784531005,
133713333,-4.797919599,3.71228863,
133817777,-4.894644394,3.642566337,
133922222,-4.99389083,3.573906152,
134026666,-5.093922292,3.507482812,
134131111,-5.191876305,3.444988571,
134235555,-5.289289643,3.385201476,
134340000,-5.384429728,3.328960661,
134444444,-5.474767837,3.277424191,
134548888,-5.558145851,3.231393048,
134653333,-5.633849005,3.190818527,
134757777,-5.69812153,3.157245744,
134862222,-5.752734984,3.129328677,
134966666,-5.790588655,3.110298895,
135071111,-5.814083869,3.098616574,
135175555,-5.81718691,3.097080991,
135280000,-5.801893931,3.104665425,
135384444,-5.766314934,3.122471982,
135488888,-5.71046093,3.15088977,
135593333,-5.637436306,3.188923817,
135697777,-5.549986843,3.235834368,
135802222,-5.454315592,3.288937542,
135906666,-5.354110516,3.346659696,
136011111,-5.263046832,3.401083541,
136115555,-5.187694769,3.44760675,
136220000,-5.142603801,3.476117995,
136324444,-5.139065043,3.478377364,
136428888,-5.193304525,3.444095316,
136533333,-5.317775971,3.368144492,
136637777,-5.529550228,3.247018427,
136742222,-5.848260088,3.08179719,
136846666,-6.309176644,2.873425064,
136951111,-7.027272005,2.605443952,
137055555,-8.576479127,2.187467835,
137160000,-14.73354895,1.449082292,
137264444,-19.39586397,1.240150811,
137368888,-10.99671808,1.785301203,
137473333,-8.28999564,2.252217648,
137577777,-6.598596788,2.758061349,
137682222,-5.353162184,3.347216627,
137786666,-4.438178105,3.998961437,
137891111,-3.787336424,4.659249447,
137995555,-3.3388245,5.266871525,
138100000,-3.041582422,5.769671677,
138204444,-2.852753211,6.144119542,
138308888,-2.735932834,6.40190145,
138413333,-2.669407328,6.55886962,
138517777,-2.636694473,6.638984715,
138622222,-2.62539107,6.667134919,
138726666,-2.631475192,6.651952626,
138831111,-2.646661692,6.614363185,
138935555,-2.669389296,6.558913235,
139040000,-2.696616695,6.493725034,
139144444,-2.729249829,6.41732159,
139248888,-2.76476318,6.336240792,
139353333,-2.807378709,6.241675213,
139457777,-2.854746501,6.139905683,
139562222,-2.907326651,6.030855353,
139666666,-2.970320866,5.905336449,
139771111,-3.048201032,5.757396581,
139875555,-3.143953849,5.585651721,
139980000,-3.269629918,5.375662707,
140084444,-3.435391678,5.122457736,
140188888,-3.663789767,4.811572163,
140293333,-3.972689794,4.448764686,
140397777,-4.368784149,4.059819659,
140502222,-4.701088705,3.7850354,
140606666,-4.474601405,3.967789856,
140711111,-3.518085376,5.005172298,
140815555,-2.630424016,6.654570669,
140920000,-2.153319981,8.108715875,
141024444,-1.94036129,8.99005922,
141128888,-1.84299595,9.46117421,
141233333,-1.798085673,9.69574081,
141337777,-1.780698312,9.78974384,
141442222,-1.781220325,9.786894815,
141546666,-1.788204508,9.748937306,
141651111,-1.802120486,9.67418722,
141755555,-1.817525469,9.592778571,
141860000,-1.834871393,9.502754963,
141964444,-1.852497024,9.413012938,
142068888,-1.870060038,9.325278705,
142173333,-1.88789578,9.237859071,
142277777,-1.906574657,9.148067148,
142382222,-1.92710555,9.051388398,
142486666,-1.950061066,8.945712568,
142591111,-1.980247633,8.81049327,
142695555,-2.012722002,8.669573928,
142800000,-2.056671374,8.485977832,
142904444,-2.115901438,8.250668239,
143008888,-2.191355054,7.969417887,
143113333,-2.299701225,7.598004463,
143217777,-2.451768654,7.132389895,
143322222,-2.671850856,6.552964674,
143426666,-2.998523008,5.85086771,
143531111,-3.489035051,5.045732799,
143635555,-4.218841565,4.19830121,
143740000,-5.238404849,3.416146083,
143844444,-6.408726404,2.832515039,
143948888,-7.109360713,2.578424563,
144053333,-6.742309614,2.704624411,
144157777,-5.707203628,3.152564828,
144262222,-4.642593681,3.830488087,
144366666,-3.803390381,4.640193851,
144471111,-3.808704371,4.633922242,
144575555,-4.867468938,3.661868145,
144680000,-4.044048635,4.372959681,
144784444,-3.754824227,4.69834758,
144888888,-3.607579746,4.884380371,
144993333,-3.380528292,5.203479592,
145097777,-3.176151091,5.530252869,
145202222,-3.013952296,5.821503694,
145306666,-2.882707832,6.081414573,
145411111,-2.776947557,6.308904341,
145515555,-2.688636832,6.51269267,
145620000,-2.616823325,6.688635454,
145724444,-2.555782279,6.846020003,
145828888,-2.501419215,6.992700803,
145933333,-2.453535692,7.127320752,
146037777,-2.413229141,7.244807951,
146142222,-2.374822734,7.36049128,
146246666,-2.341904641,7.462682191,
146351111,-2.31186382,7.558496194,
146455555,-2.289657547,7.630948037,
146560000,-2.318627932,7.536704457,
146664444,-2.831686167,6.18902167,
146768888,-4.365817321,4.062465601,
146873333,-2.926948462,5.991173108,
146977777,-2.608250033,6.71029237,
147082222,-2.494175654,7.012731317,
147186666,-2.437228409,7.17438278,
147291111,-2.403903502,7.272555604,
147395555,-2.383937648,7.332696921,
147500000,-2.373109319,7.365740033,
147604444,-2.363396578,7.395638088,
147708888,-2.360237322,7.405416371,
147813333,-2.359426768,7.407929384,
147917777,-2.361220107,7.402371712,
148022222,-2.365328947,7.389670123,
148126666,-2.371657624,7.370193022,
148231111,-2.379973895,7.344757378,
148335555,-2.389094525,7.317066436,
148440000,-2.401525526,7.279665774,
148544444,-2.414303101,7.241626327,
148648888,-2.429913555,7.195699669,
148753333,-2.446837155,7.146575988,
148857777,-2.46644152,7.090519214,
148962222,-2.487349007,7.031716465,
149066666,-2.511471334,6.965096568,
149171111,-2.539084616,6.890400098,
149275555,-2.568590976,6.812370119,
149380000,-2.601960259,6.726272353,
149484444,-2.638923464,6.633462278,
149588888,-2.681063646,6.530798919,
149693333,-2.728303656,6.419510913,
149797777,-2.781916605,6.297825277,
149902222,-2.84489588,6.16078814,
150006666,-2.918205996,6.008786935,
150111111,-3.003055607,5.842209951,
150215555,-3.103330628,5.657206579,
150320000,-3.227425614,5.444336338,
150424444,-3.380153332,5.204042495,
150528888,-3.574247561,4.92865254,
150633333,-3.825192132,4.614575945,
150737777,-4.158878858,4.256532386,
150842222,-4.615151912,3.852217883,
150946666,-5.256194481,3.405257472,
151051111,-6.161887572,2.936485746,
151155555,-7.375096574,2.495307792,
151260000,-8.686405697,2.16384402,
151364444,-9.32700423,2.038145978,
151468888,-8.795860559,2.140955704,
151573333,-7.618529616,2.424546257,
151677777,-6.170287858,2.932804825,
151782222,-4.681520159,3.800111382,
151886666,-3.562886337,4.943934621,
151991111,-2.925321759,5.99444245,
152095555,-2.609570793,6.706946667,
152200000,-2.469303446,7.082410766,
152304444,-2.419777055,7.225453809,
152408888,-2.41874541,7.228496116,
152513333,-2.444873534,7.152240634,
152617777,-2.493226996,7.015363306,
152722222,-2.556579169,6.843916579,
152826666,-2.634500684,6.644429132,
152931111,-2.727166217,6.422144829,
153035555,-2.839777517,6.17169633,
153140000,-2.975456536,5.895339927,
153244444,-3.142741961,5.587759317,
153348888,-3.354700427,5.242551184,
153453333,-3.626371266,4.859785114,
153557777,-3.985923323,4.434497985,
153662222,-4.469252502,3.972335001,
153766666,-5.14430441,3.475033356,
153871111,-6.10264718,2.962743997,
153975555,-7.64227344,2.417900433,
154080000,-11.33622631,1.743999662,
154184444,-15.19792631,1.420784595,
154288888,-10.36203558,1.87075032,
154393333,-7.639552038,2.418659916,
154497777,-6.044182608,2.989183824,
154602222,-5.048741902,3.537148652,
154706666,-4.409658285,4.023736422,
154811111,-3.994718814,4.425069011,
154915555,-3.725761239,4.733884469,
155020000,-3.556563666,4.952482182,
155124444,-3.458375513,5.089289184,
155228888,-3.418861725,5.146591843,
155333333,-3.431690741,5.127840727,
155437777,-3.502880202,5.026316946,
155542222,-3.636791009,4.846258368,
155646666,-3.843870215,4.592863302,
155751111,-4.073435284,4.342527769,
155855555,-4.158587155,4.256819849,
155960000,-3.926780789,4.499016342,
156064444,-3.534865957,4.982050876,
156168888,-3.222075906,5.453171197,
156273333,-3.031312767,5.788825323,
156377777,-2.925102216,5.994883968,
156482222,-2.871365502,6.105002536,
156586666,-2.850874244,6.148097161,
156691111,-2.847777257,6.15466479,
156795555,-2.86254665,6.123472922,
156900000,-2.88852382,6.069391917,
157004444,-2.930322034,5.984404594,
157108888,-2.989737879,5.867723758,
157213333,-3.085274822,5.689621961,
157317777,-3.222043483,5.453224833,
157422222,-3.378001561,5.207275257,
157526666,-3.510790818,5.015293103,
157631111,-3.66264987,4.813026135,
157735555,-3.896839886,4.5324383,
157840000,-4.272592729,4.147518281,
157944444,-4.890206601,3.645703312,
158048888,-5.95147418,3.032218012,
158153333,-7.919303702,2.343492096,
158257777,-11.81442816,1.690388588,
158362222,-16.87958127,1.334337044,
158466666,-11.72837579,1.699667039,
158571111,-7.720305518,2.396365689,
158675555,-5.722740354,3.144592871,
158780000,-4.679700133,3.801520129,
158884444,-4.104163433,4.311181183,
158988888,-3.785397254,4.661562302,
159093333,-3.621585904,4.866023857,
159197777,-3.574672833,4.928082415,
159302222,-3.639807499,4.842357073,
159406666,-3.841250592,4.595895589,
159511111,-4.26427997,4.155286649,
159615555,-5.052335153,3.534769323,
159720000,-6.352774425,2.855343748,
159824444,-7.635712159,2.41973252,
159928888,-7.238282056,2.537294767,
160033333,-5.785065887,3.113059215,
160137777,-4.649297403,3.825219641,
160242222,-3.943448063,4.480634862,
160346666,-3.50912505,5.017610249,
160451111,-3.227578535,5.44408423,
160555555,-3.035634407,5.7807492,
160660000,-2.898230676,6.049434615,
160764444,-2.795718474,6.2672608,
160868888,-2.718186979,6.443015658,
160973333,-2.657513897,6.587767147,
161077777,-2.612927455,6.698459028,
161182222,-2.581347568,6.779191431,
161286666,-2.561871886,6.829979662,
161391111,-2.55243446,6.854871176,
161495555,-2.557717362,6.840914555,
161600000,-2.575188084,6.795170325,
161704444,-2.602863115,6.723973749,
161808888,-2.649609146,6.607117996,
161913333,-2.71191946,6.457666095,
162017777,-2.801553551,6.25443027,
162122222,-2.94352389,5.958067817,
162226666,-3.198874909,5.491832743,
162331111,-3.743441034,4.712199677,
162435555,-5.110251526,3.496893593,
162540000,-8.290306524,2.25214477,
162644444,-9.924154476,1.936862609,
162748888,-7.995439597,2.324005321,
162853333,-6.954344075,2.630012377,
162957777,-6.760551653,2.698011843,
163062222,-7.120065053,2.574949667,
163166666,-7.98107598,2.327651233,
163271111,-9.345641313,2.034769593,
163375555,-10.84598967,1.804577705,
163480000,-10.96816349,1.788907122,
163584444,-9.111598478,2.078267186,
163688888,-6.999934018,2.614590561,
163793333,-5.441264747,3.29633108,
163897777,-4.410844462,4.022699474,
164002222,-3.739487419,4.717030831,
164106666,-3.297525227,5.331248402,
164211111,-2.999151401,5.849665833,
164315555,-2.792359418,6.27467143,
164420000,-2.643973708,6.620984758,
164524444,-2.537501712,6.894637767,
164628888,-2.460427801,7.107619243,
164733333,-2.402486995,7.276789265,
164837777,-2.363172221,7.396331634,
164942222,-2.334283572,7.486754433,
165046666,-2.318392276,7.537461509,
165151111,-2.313738601,7.552443429,
165255555,-2.318673598,7.536557769,
165360000,-2.336713602,7.47906168,
165464444,-2.36737502,7.383361681,
165568888,-2.41695467,7.233783195,
165673333,-2.490009022,7.024306406,
165777777,-2.599904382,6.731512467,
165882222,-2.762525126,6.341288449,
165986666,-3.017078761,5.815590569,
166091111,-3.43272032,5.12634203,
166195555,-4.154537431,4.260814963,
166300000,-5.507066907,3.259421681,
166404444,-8.119706648,2.293038596,
166508888,-11.41247615,1.735106896,
166613333,-9.472392133,2.012192504,
166717777,-6.624585938,2.74821768,
166822222,-5.218599066,3.428358705,
166926666,-4.641796975,3.831115252,
167031111,-4.52351991,3.926731784,
167135555,-4.718368667,3.77182907,
167240000,-5.203931176,3.437464919,
167344444,-6.05422218,2.984605778,
167448888,-7.544476239,2.445559327,
167553333,-11.05666902,1.777798964,
167657777,-14.6436636,1.45481604,
167762222,-10.0031493,1.924460299,
167866666,-11.02819405,1.781350811,
167971111,-12.06899345,1.663829914,
168075555,-12.41773558,1.629482204,
168180000,-12.10331465,1.660347699,
168284444,-11.37563376,1.739386748,
168388888,-10.45314331,1.857767896,
168493333,-9.478563541,2.011110135,
168597777,-8.564206327,2.190146008,
168702222,-7.762572087,2.384893649,
168806666,-7.100294378,2.581376369,
168911111,-6.570111887,2.768944044,
169015555,-6.157659599,2.938342359,
169120000,-5.846840768,3.082491631,
169224444,-5.621166487,3.197537134,
169328888,-5.473146352,3.278333743,
169433333,-5.393477482,3.323718747,
169537777,-5.382659807,3.32998821,
169642222,-5.438730504,3.297771022,
169746666,-5.570289985,3.224807352,
169851111,-5.77928901,3.115952394,
169955555,-6.069199547,2.977805376,
170060000,-6.434707895,2.822055443,
170164444,-6.835300092,2.671303225,
170268888,-7.178245911,2.556253974,
170373333,-7.297476453,2.518924125,
170477777,-7.052988958,2.596907903,
170582222,-6.465378906,2.809821023,
170686666,-5.71863551,3.146694721,
170791111,-4.994763605,3.573314782,
170895555,-4.384305784,4.046036418,
171000000,-3.907287592,4.520716737,
171104444,-3.546102974,4.96669176,
171208888,-3.275584995,5.3661169,
171313333,-3.076501417,5.705511561,
171417777,-2.928264735,5.988530352,
171522222,-2.824181119,6.205181142,
171626666,-2.758123505,6.35123987,
171731111,-2.736639929,6.400274366,
171835555,-2.801046062,6.255544028,
171940000,-3.206248203,5.479484734,
172044444,-6.678877232,2.727913258,
172148888,-2.753534575,6.361648927,
172253333,-2.355660377,7.419629386,
172357777,-2.300978554,7.593835518,
172462222,-2.289447145,7.631641268,
172566666,-2.292260049,7.622383877,
172671111,-2.307022843,7.574171146,
172775555,-2.336723683,7.479029802,
172880000,-2.377632095,7.351901757,
172984444,-2.437977226,7.172207849,
173088888,-2.523394502,6.932641345,
173193333,-2.648014326,6.611036232,
173297777,-2.821779174,6.210371201,
173402222,-3.069906693,5.717515748,
173506666,-3.425946191,5.136219476,
173611111,-3.92248918,4.503775059,
173715555,-4.589662553,3.872639917,
173820000,-5.386630185,3.32768413,
173924444,-6.11573769,2.956896051,
174028888,-6.407589098,2.83297492,
174133333,-6.110512448,2.959227205,
174237777,-5.466281191,3.282190848,
174342222,-4.781873909,3.724134677,
174446666,-4.198873154,4.217504725,
174551111,-3.734522416,4.723112569,
174655555,-3.374099144,5.213148792,
174760000,-3.090561692,5.680090875,
174864444,-2.86750045,6.113083469,
174968888,-2.713423284,6.45414466,
175073333,-2.741363943,6.389425725,
175177777,-3.454268365,5.095183498,
175282222,-4.576391185,3.883365073,
175386666,-4.460173906,3.980074894,
175491111,-4.181870809,4.234003163,
175595555,-4.101876892,4.313497271,
175700000,-4.213857219,4.203077252,
175804444,-4.522344955,3.9277073,
175908888,-5.070873157,3.522549158,
176013333,-5.881255753,3.065751176,
176117777,-6.789351663,2.687648051,
176222222,-7.184671327,2.55420885,
176326666,-6.601765533,2.756856806,
176431111,-5.60034991,3.208633041,
176535555,-4.795830851,3.713826089,
176640000,-4.383469592,4.046776418,
176744444,-4.517838608,3.93145354,
176848888,-5.827626647,3.091927193,
176953333,-9.46163585,2.014082693,
177057777,-7.832288251,2.366259419,
177162222,-5.012112013,3.561603831,
177266666,-3.85941741,4.574953077,
177371111,-3.325390942,5.287634015,
177475555,-3.037030325,5.778145521,
177580000,-2.863260298,6.121973974,
177684444,-2.748422319,6.373286316,
177788888,-2.673129891,6.549878141,
177893333,-2.625247437,6.667494197,
177997777,-2.635676541,6.641509823,
178102222,-2.922157834,6.00081182,
178206666,-4.041867777,4.37523607,
178311111,-4.619822589,3.848500743,
178415555,-4.550629669,3.904366746,
178520000,-4.644951134,3.828633593,
178624444,-5.009757997,3.563188009,
178728888,-5.823467639,3.09397808,
178833333,-7.92611827,2.341731619,
178937777,-16.94092679,1.331593934,
179042222,-9.446126441,2.016816457,
179146666,-6.957366168,2.628983499,
179251111,-6.974614819,2.623129129,
179355555,-7.22756597,2.540654467,
179460000,-7.141139873,2.568140383,
179564444,-6.591941593,2.760595156,
179668888,-5.791775922,3.109706203,
179773333,-4.993037055,3.574484855,
179877777,-4.404999131,4.02781494,
179982222,-4.301171542,4.121044716,
180086666,-5.30043268,3.378506766,
180191111,-8.080795823,2.302625317,
180295555,-11.84411683,1.687223384,
180400000,-15.81571979,1.386315223,
180504444,-22.80979056,1.15601341,
180608888,-18.72846066,1.261841947,
180713333,-11.5520449,1.719175747,
180817777,-7.935638309,2.339277619,
180922222,-5.947072087,3.034296096,
181026666,-4.788055901,3.719561061,
181131111,-4.073157065,4.342813788,
181235555,-3.606253908,4.886125511,
181340000,-3.287926428,5.346445345,
181444444,-3.05698406,5.74119019,
181548888,-2.88911496,6.068172661,
181653333,-2.758868798,6.349552619,
181757777,-2.660062525,6.581552811,
181862222,-2.580626394,6.781058326,
181966666,-2.518231909,6.946656088,
182071111,-2.468988522,7.083302086,
182175555,-2.427069807,7.204021811,
182280000,-2.393998058,7.302266687,
182384444,-2.368774982,7.37905164,
182488888,-2.346662524,7.447733488,
182593333,-2.33006291,7.500154163,
182697777,-2.317744473,7.539543404,
182802222,-2.308602635,7.569048553,
182906666,-2.3040097,7.583961073,
183011111,-2.303435542,7.585829479,
183115555,-2.304430455,7.582592462,
183220000,-2.310199464,7.563877881,
183324444,-2.319480442,7.533967022,
183428888,-2.332235169,7.493251597,
183533333,-2.349660936,7.43834412,
183637777,-2.370904777,7.372504496,
183742222,-2.398014342,7.290190189,
183846666,-2.432314752,7.188687892,
183951111,-2.47381354,7.069671038,
184055555,-2.525185206,6.92779365,
184160000,-2.586492948,6.765902089,
184264444,-2.663412905,6.573401788,
184368888,-2.755794667,6.356517998,
184473333,-2.869051549,6.10983784,
184577777,-3.00607615,5.836455025,
184682222,-3.166902251,5.546049919,
184786666,-3.346282406,5.255417659,
184891111,-3.528940273,4.990190228,
184995555,-3.680635594,4.790191359,
185100000,-3.74918694,4.705196864,
185204444,-3.697106725,4.76947731,
185308888,-3.521358421,5.000644939,
185413333,-3.26901578,5.376649154,
185517777,-3.002591339,5.843095542,
185622222,-2.760486085,6.345894445,
185726666,-2.565713243,6.819900773,
185831111,-2.418455187,7.229352452,
185935555,-2.313020241,7.554761501,
186040000,-2.241113781,7.794359745,
186144444,-2.201588784,7.932764322,
186248888,-2.194344413,7.958675536,
186353333,-2.223009191,7.857142336,
186457777,-2.303061289,7.587047865,
186562222,-2.468948173,7.083416301,
186666666,-2.8059702,6.244754459,
186771111,-3.515257163,5.009091238,
186875555,-5.151664293,3.470347758,
186980000,-8.97768152,2.104270545,
187084444,-11.35053732,1.742320242,
187188888,-7.092984933,2.583761967,
187293333,-4.827649593,3.690553239,
187397777,-3.893320867,4.536400782,
187502222,-3.707102037,4.75699832,
187606666,-4.334310952,4.090792469,
187711111,-5.410302112,3.314019315,
187815555,-5.071550485,3.522104406,
187920000,-4.264651262,4.154939013,
188024444,-3.757712815,4.694846043,
188128888,-3.472876331,5.068591513,
188233333,-3.31834448,5.298592845,
188337777,-3.240308927,5.423181081,
188442222,-3.214234585,5.466174624,
188546666,-3.230866872,5.43866886,
188651111,-3.283412482,5.353622967,
188755555,-3.3695927,5.219948588,
188860000,-3.485394729,5.050863789,
188964444,-3.62612522,4.86010548,
189068888,-3.765203612,4.685791142,
189173333,-3.886803462,4.543758772,
189277777,-4.092923817,4.322591409,
189382222,-4.527089368,3.923771391,
189486666,-5.21210583,3.432383367,
189591111,-6.196132108,2.92154533,
189695555,-7.628155208,2.42184678,
189800000,-9.816333945,1.954147376,
189904444,-13.39768264,1.544054296,
190008888,-18.92721246,1.255162745,
190113333,-16.8130208,1.337342733,
190217777,-11.34818448,1.74259602,
190322222,-8.040313199,2.312704819,
190426666,-5.998472138,3.010229301,
190531111,-4.693791089,3.79064257,
190635555,-3.838053673,4.599601812,
190740000,-3.26831413,5.377776623,
190844444,-2.880173997,6.086667775,
190948888,-2.612729784,6.698958249,
191053333,-2.42533967,7.209094615,
191157777,-2.293508844,7.618281358,
191262222,-2.199184025,7.941346485,
191366666,-2.13353677,8.183142725,
191471111,-2.084231982,8.374813153,
191575555,-2.048235321,8.52060516,
191680000,-2.021779399,8.631081173,
191784444,-2.001973755,8.715706501,
191888888,-1.989522175,8.769775933,
